Job reference,Job title,Date de publication,Company,Location,Contract type,URL,Salary,Experience,Education level,Skills,Description
3085177,Senior Data Engineer Aws - Cloud Data H/F,Publié il y a plus de 30 jours,N/A,MONTPELLIER 34,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/3085177,N/A,Expérience exigée,N/A,[],"POSTE : Senior Data Engineer Aws - Cloud Data H/F
DESCRIPTION : Fonctions et responsabilités
Vous êtes passionné(e) par le domaine de la Data et avez déjà une expérience significative sur des problématiques de data engineering : construction de pipelines de données (batch/streaming), industrialisation d'applications data science, modélisation de base de données
Vous disposez de solides connaissances sur les architectures de données AWS et le cloud. Vous êtes certifié(e) et/ou avez de l'expérience sur une ou plusieurs solutions cloud data AWS.

Vous souhaitez diversifier vos compétences pour être toujours à la pointe des nouvelles technologies et souhaitez rejoindre une entité spécialisée dans la data et l'innovation (> 200 consultants) ? Vous évoluerez sur des projets d'envergure nationaux et internationaux, dans des environnements métiers variés avec un niveau de responsabilité élevé. Vous aurez également la possibilité de monter en compétences sur d'autres outils Cloud que ceux de votre domaine de compétences initial.

En tant que Senior Data Engineer, vous serez intégré(e) dans un pôle de consultants spécialistes de la Data intervenants sur des projets stimulants.

Vos missions seront :
-  Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions mises en place
-  Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des réponses aux problématiques techniques
-  Réaliser les travaux d'implémentation des solutions (préparation des données, industrialisation des modèles, communications entre les différentes technologies)
-  Produire les projets en mode agile avec des processus et outils de développement de dernière génération (DEVOPS, Git, CI/CD)
-  Participer à l'élaboration et la révision de normes / documentation technique
-  Animer des formations internes. Accompagner la montée en compétences des équipes
-  Assurer un support technique aux équipes Data et aux clients au quotidien

Accompagné(e) et entouré(e) par une communauté Data passionnée, l'échange, le partage et les formations vous offriront un véritable espace pour vous épanouir. La proximité et le suivi personnalisé de votre manager, puis un bon nombre d'événements tout au long de l'année, renforceront encore la convivialité et l'esprit d'équipe !

Fort(e) d'une intégration réussie, de nombreuses possibilités d'évolutions de carrière s'offriront rapidement à vous, dans l'animation de la filière technique ou dans le consulting de solutions Data.

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE).

Qualités requises pour réussir dans ce rôle
-  Passionné(e) d'informatique et de données, vous aimez le travail en équipe, apprendre et partager.
-  Vous êtes également doté(e) d'un esprit audacieux et ambitieux.
-  Vous faites preuve d'initiative et travaillez sur le long terme.
-  Vous avez un minimum de 5 années d'expérience sur des projets Data et idéalement au moins trois années d'expérience sur des projets Cloud AWS (EC2, S3, Lambda, Redshift, EMR, Kinesis, DynamoDB, etc.) ou autres solutions hébergées sur une architecture AWS (Snowflake, Databricks, etc.);
-  Vous maîtrisez au minimum deux langages de programmation (Spark, Scala, Python, Java, SQL)

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Allier savoir et faire

Alors que la technologie s'inscrit au coeur de la transformation numérique de nos clients, nous savons que les individus sont au coeur du succès en affaires.

Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu'ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C'est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd'hui - l"
2968053,Data Engineer H/F,Publié il y a plus de 30 jours,N/A,PARIS 01 75,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2968053,"Salaire brut : Annuel de 45000,00 Euros à 55000,00 Euros",Expérience exigée,N/A,[],"POSTE : Data Engineer H/F
DESCRIPTION : Dans le cadre du développement de notre agence Parisienne, nous recherchons un Data Engineer (h/f). Intégré(e) au sein des équipes chez l'un de nos Clients Grands Comptes

Vos missions :
-  Proposer, tester et mettre en oeuvre des solutions permettant aux data scientists de travailler et collaborer efficacement, dans un objectif de mettre en production des modèles de machine learning construits avec ces outils. Le périmètre va de la collecte des données à la mise en production, en passant par leur contrôle, stockage, traitement et modélisation.
-  Accompagner et conseiller les différentes équipes des produits dans la bonne mise en oeuvre de ces outils.
-  Proposer, tester et mettre en place des méthodes d'anonymisation et désensibilisation des données.
-  Construire, collecter et documenter les bonnes pratiques liées au stockage et traitement des données dans le cloud.
-  Proposer, tester et mettre en place des méthodes de sécurisation de données plus poussées.

Votre profil :

Vous êtes diplômé d'un Bac +5 ou d'un diplôme d'ingénieur et disposez au moins 5 ans d'expérience ainsi que des connaissances suivantes :
-  Connaissance des pratiques de développement et opérations sur le Cloud
-  Connaissances des processus de déploiement : nos processus se basent sur les services du cloud provider et sur les produits internes existants assurant leur bonne configuration (Kubernetes, Pipeline CI/CD, IBM Cloud, en particulier les bases de données et l'object storage)
-  Connaissance des briques de base qui sont nécessaires à une platform de Data Science (Notebook, framewoks ML, Model serving)
-  La connaissance de KubeFlow est un plus
-  Connaissance des différentes technologies de transfert et traitement de données dans le cloud : streaming et transformation des données, dans un objectif d'ingestion des données
-  Qualités de pédagogie nécessaire vis à vis des projets et des architectes du groupe.

Qui sommes-nous ?

Le Groupe SII est une société d'ingénierie et de conseils en technologies (ICT) et une entreprise de services numériques (ESN). Nous sommes au coeur de l'innovation au service de grands comptes dans des secteurs d'ingénierie variés.

En 2023, pour la 6e année consécutive, SII France a obtenu le label Great Place To Work®. Nous avons été reconnus 3e entreprise de « + de 2500 salariés » où il fait bon vivre et nous en sommes très fiers ! Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières.

En fonction de la mission, il est possible de réaliser jusqu'à 50 % de télétravail grâce à notre accord dédié.

Rejoignez le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l'esprit d'équipe sont mis à l'honneur.

Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise. Alors si ces valeurs vous parlent, rejoignez-nous !
PROFIL : Compétences requises : Kubernetes."
2917014,Data Engineer (H/F),Publié il y a plus de 30 jours,AMILTONE ,59,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2917014,"Salaire brut : Annuel de 35000,00 Euros à 55000,00 Euros",Expérience exigée,N/A,[],"RESPONSABILITÉS : 

Les missions d'un Amiltonien :
En tant que Data Engineer (H/F), vous serez en charge des missions suivantes :
- Concevoir et développer les futures fonctionnalités de la plateforme Big Data sous Google Cloud Platform.
- Concevoir les flux d'alimentation et les tables (structure de donnée).
- Automatiser et industrialiser les flux.
- Assurer le run applicatif, le cas échéant.
La stack technique :
o Maîtrise des langages suivants : SQL, Talend, BigQuery
o Connaissances de Google (GCP)
o Notion de programmation fonctionnelle

PROFIL RECHERCHÉ : 

Le profil d'un Amiltonien :
Diplômé Bac+4/5 (Ecole d'ingénieur/Master), vous disposez de 2 années d'expérience dans le développement de data.
Toujours sur le qui-vive des nouveautés technologiques, vous êtes force de proposition sur des technos, des outils ou des process qui permettent d'améliorer la qualité du code et la stabilité de nos applications.
Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.
Nos postes sont ouverts aux personnes en situation de handicap."
2807301,Data Engineer Cloud H/F,Publié il y a plus de 30 jours,N/A,TOULOUSE 31,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2807301,"Salaire brut : Annuel de 45000,00 Euros à 54999,94 Euros",Expérience exigée,N/A,[],"POSTE : Data Engineer Cloud H/F
DESCRIPTION : Pour renforcer notre pôle IA&Data Science, nous recrutons une personne capable d'intervenir chez notre client pour :
-  Concevoir et développer des outils de traitements et processing de données
-  Déployer, industrialiser et tester les mécanismes de Data Chaim implémentés
-  Monitorer et analyser les flux de données
-  Rédiger les rapports d'analyse de données et assurer la présentation au client
-  Intégrer les contraintes du cloud dans ses réalisations
PROFIL : Ingénieur ayant à minima 2 ans d'expérience dans un environnement aéronautique qui possède une expérience sur :
-   Les bases de données : AWS RDS, NoSQL, MongoDB, Apache Cassandra, HBase et Amazon dynamoDB (On plaisante une seule de celles-là suffira :)
-   Un de ces framework : Hadoop, Hortonworks, Spark, Airflow
-   Un outil de containerisation type Docker associé à Kubernetes
-   Langages : Java, Python Grafana
-   Autonomie, capacité d'analyse, créativité, bonne communication, anglais exigé : lu, écrit, parlé"
2494868,Data Engineer - Financial Services H/F,Publié il y a plus de 30 jours,N/A,PARIS 01 75,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2494868,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer - Financial Services H/F
DESCRIPTION : Big Data, Data Science, Data analyse, Data architecture Ça n'a pas de secret pour vous ?
Que vous commenciez votre carrière professionnelle ou que vous soyez spécialiste de l'une de ces disciplines, intégrer notre communauté Data, c'est l'assurance de progresser, innover, partager, vous certifier et rendre service à nos clients.

Fonctions et responsabilités
Vos responsabilités sont les suivantes :
-  Concevoir, développer et déployer des pipelines de transformations de données en environnement Big Data
-  Définir des solutions globales permettant de répondre aux besoins métiers en prenant en compte les problématiques de performances, d'industrialisation, d'exploitation et de sécurité.
-  Paramétrer et maintenir des clusters Big Data (MapR, Cloudera), ou des composants connexes (Nifi, Kafka)
-  Faire des prototypes sur des technologies et de la veille technologique sur le Big Data
-  Accompagner & supporter les équipes projet en coaching et expertise
-  Animer et faire progresser des juniors et stagiaires
-  Assurer le rôle de Lead Tech dans une équipe

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE).

Qualités requises pour réussir dans ce rôle
De formation Bac +5 option informatique en école d'Ingénieurs ou équivalent avec une expérience d'au moins 3 ans d'expérience sur des fonctions IT de conception / développement en environnement Big Data.

Vous maîtrisez les compétences suivantes autour des produits Data / Big Data :
-  Solution Hadoop (HDFS, YARN, Hive, Hue, Oozie) et outillage associé
-  PySpark, Python
-  Bases NoSQL (Mongo, HBase, Couchbase, Marklogic)
-  Anglais niveau B2
-  Compétences de Tech Lead appréciées : une capacité à coacher des juniors voire d'encadrer une équipe

Vous avez :
-  Une excellente organisation
-  Un sens des priorités

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Allier savoir et faire

Alors que la technologie s'inscrit au coeur de la transformation numérique de nos clients, nous savons que les individus sont au coeur du succès en affaires.

Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu'ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C'est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd'hui - l'une des plus importantes entreprises indépendantes de conseil en technologie de l'information (TI) et en management au monde.

Chez CGI, nous reconnaissons la richesse que la diversité nous apporte. Nous aspirons à créer une culture à laquelle nous appartenons tous et collaborons avec nos clients pour créer des communautés plus inclusives. En tant qu'employeur qui prône l'égalité des chances pour tous, nous voulons donner à tous nos membres les moyens de réussir et de s'épanouir. Si vous avez besoin d'un accompagnement spécifique durant le processus de recrutement et d'intégration, veuillez nous en informer. Nous serons heureux de vous aider.

Prêt à faire partie d'une entreprise qui est gage d'excellence? Rejoignez CGI - où vos idées et vos actions changent la donne.
PROFIL :"
2490547,Data Engineer - Paris H/F,Publié il y a plus de 30 jours,N/A,PARIS 01 75,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2490547,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer - Paris H/F
DESCRIPTION : A travers l'utilisation de nos solutions bancaires, nous sommes présents dans le quotidien de près de 1 Français sur 2 !

Plus de 80 métiers sont présents au sein de BPCE SI et plus de 50 technologies et langages de développement sont utilisés dans nos solutions bancaires !

Entreprise humaine et engagée, notre politique de Responsabilité sociale de l'entreprise porte des sujets clés comme la mixité, la diversité, le handicap, la qualité de vie au travail et le développement durable.

Nous attachons une attention particulière à la réussite de chacun(e). Nos équipes sont accompagnées tout au long de leur parcours et évoluent dans un environnement de travail stimulant pour exprimer leurs talents.

Alors, pour booster votre carrière et profiter de la diversité des terrains de jeux que proposent BPCE Solutions informatiques et le Groupe BPCE, rejoignez-nous !

Poste et missions

Au sein de la « Plateforme Assurances » vous intégrez l'équipe Data Management Office sous la responsabilité du manager de l'équipe.

L'équipe DMO est en charge de mettre en place les nouveaux projets liés à la feuille de route Data des métiers de l'assurance non vie et de maintennir les solutions décisionnelles.

Vous interviendrez sur le périmètre indemnisation :
-  Sur le périmètre RUN, vous assurez la gestion, l'analyse et le suivi de résolution des incidents et des évolutions remontées par les utilisateurs.
-  Sur le périmètre projet, vous assurez le cadrage fonctionnel du projet avec les métiers, le suivi des développements et les tests.

Votre rôle sera de :

-  Collaborer avec les référents métier pour recueillir leurs besoin ;
-  Rédiger des spécifications techniques et fonctionnelles ;
-  Collaborer avec les référents applicatifs pour établir les mapping liés aux besoins métier ;
-  Collaborer avec les intervenants IT (Infrasctructure, DBA) ;
-  Participer aux phases de modélisation (modélisation relationnelle / BI) ;
-  Assurer la conception et le développement des flux d'intégration du DWH et des Datamart métier ;
-  Mise en place des stratégies de tests unitaires et fonctionnelles ;
-  La mise en place des normes de développements et les bonnes pratiques (modèles de traitements) ;
-  Mise en place des documents de référence ;
-  Pilotage des développeurs intervenant sur le périmètre indemnisation.

Profil et compétences requises

Vous avez déjà participé à un ou plusieurs projets BI, sur des problématiques de Data Integration (mise en place des bonnes pratiques pour des flux otpimisés) ou plus généralement dans la mise en place de Datawarehouses/Datamarts.

Vous attachez une importance particulière à la qualité de vos développements (respect de l'architecture, normes de codage, tests unitaires).

Vous avez une très bonne maîtrise des outils suivants :

-  Stambia : Talend
-  SGBD : SQL Server, Oracle
-  Reporting : Microstrategy, PowerBI

Informations complémentaires sur le poste
PROFIL :"
2430946,Data Engineer H/F,Publié il y a plus de 30 jours,N/A,LIMOGES 87,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/2430946,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer H/F
DESCRIPTION : Description de poste
Vous cherchez à intervenir pour des sociétés Data Driven dans différents domaines fonctionnels (marketing, vente finance, supply chain) et secteurs d'activités variés (Life science, secteur public, manufacturing, agroalimentaire, banque et finance).
Vous avez envie de relever des challenges sur de l'intégration de données et de la data visualisation, le tout dans des contextes agiles et innovants.

Fonctions et responsabilités
Alors venez rejoindre nos équipes de Data Engineer.  Vous pouvez être amené à intervenir sur tout ou partie de ces missions :

- Modélisation des Data Concepts ;
- Développement et maintenance des traitements d'intégration et de transformation de données ;
- Intégration des développements dans la chaine CI/CD ;
- Documentation technique et fonctionnelle ;
- Rédaction de plan de tests ;
- Réalisation de tests unitaires/qualifications.

Au sein de la communauté Data, vous serez accompagné et vous pourrez échanger avec des collègues expérimentés et experts vous permettant de vous développer, de grandir et d'accomplir pleinement vos missions de conseil.
L'accompagnement managérial, la communauté Data et de nombreux événements tout au long de l'année nous permettront de vous aider à atteindre vos objectifs dans un esprit de convivialité.

Qualités requises pour réussir dans ce rôle
Vous aimez travailler en équipe, vous avez une formation Bac +3/5 en informatique, au minimum 2 ans d'expériences et des aptitudes sur l'un ou plusieurs des domaines suivants :

- ETL : Informatica PowerCenter, PowerExchange, Talend
- Bases de données : Oracle, PostGres, MySQL, Mongo db, Sybase
- Outils : Mantis, Jira, Confluence, Mega Hopex
- Data Visualisation : SAP Business Object, Need4Viz
- Langages : SQL, Hadoop, Python, R
- Technos cloud : Azure, databricks, snowflake

Les avantages CGI c'est :
-  Un programme d'accompagnement durant ta première année chez CGI (référents, séminaire d'intégration)
-  Un équilibre vie pro/vie perso respecté (télétravail, charte de droit à la déconnexion)
-  L'université CGI permettant de développer et d'acquérir de nouvelles compétences
-  De nombreux avantages sociaux (Régime d'Achat d'Action, forfait mobilité durable, mutuelle à 100%)
-  Une politique RSE ambitieuse (Mécénat de Compétences, clean walk)
-  Une Mission Emploi Handicap très développée

Prêt à en discuter ?

Allier savoir et faire

Alors que la technologie s'inscrit au coeur de la transformation numérique de nos clients, nous savons que les individus sont au coeur du succès en affaires.

Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu'ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C'est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd'hui - l'une des plus importantes entreprises indépendantes de conseil en technologie de l'information (TI) et en management au monde.

Chez CGI, nous reconnaissons la richesse que la diversité nous apporte. Nous aspirons à créer une culture à laquelle nous appartenons tous et collaborons avec nos clients pour créer des communautés plus inclusives. En tant qu'employeur qui prône l'égalité des chances pour tous, nous voulons donner à tous nos membres les moyens de réussir et de s'épanouir. Si vous avez besoin d'un accompagnement spécifique durant le processus de recrutement et d'intégration, veuillez nous en informer. Nous serons heureux de vous aider.

Prêt à faire partie d'une entreprise qui est gage d'excellence? Rejoignez CGI - où vos idées et vos actions changent la donne.
PROFIL :"
1730343,Data Engineer Cloud Data - Azure H/F,Publié il y a plus de 30 jours,N/A,TOULOUSE 31,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/1730343,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer Cloud Data - Azure H/F
DESCRIPTION : Fonctions et responsabilités
Vous êtes passionné(e) par le domaine de la Data et avez déjà une expérience significative sur des problématiques de data engineering : construction de pipelines de données (batch/streaming), industrialisation d'applications data science, modélisation de base de données
Vous disposez de solides connaissances sur les architectures de données et le cloud.
Vous êtes certifié(e) et/ou avez de l'expérience sur le cloud Azure dans le domaine de la data et vous maitrisez un ou plusieurs services : Snowflake, Synapse, Databricks, Azure DEVOPS, Terraform
Vous maitrisez les deux langages suivants : SQL, Python. La connaissance de PowerBI serait un plus.

Vos missions sont :
-  Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions mises en place
-  Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des réponses aux problématiques techniques
-  Réaliser les travaux d'implémentation des solutions (préparation des données, industrialisation des modèles, communications entre les différentes technologies)
-  Produire les projets en mode agile avec des processus et outils de développement de dernière génération (DEVOPS, Git, CI/CD)
-  Participer à l'élaboration et la révision de normes / documentation technique
-  Animer des formations internes.
-  Accompagner la montée en compétences des équipes
-  Assurer un support technique aux équipes Data et aux clients au quotidien

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE).

Qualités requises pour réussir dans ce rôle
Passionné(e) d'informatique et de données, vous aimez le travail en équipe, apprendre et partager. Vous êtes également doté(e) d'un esprit audacieux et ambitieux. Vous faites preuve d'initiative et travaillez sur le long terme. Vous justifiez de 2 à 5 ans d'expérience professionnelle au sein d'une entreprise de services numériques ou d'un cabinet de conseil dans le Domaine du Data Engineering. Vous disposez d'une vision large des technologies et vous maîtrisez au moins une technologie Data dans le Cloud.

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Allier savoir et faire

Alors que la technologie s'inscrit au coeur de la transformation numérique de nos clients, nous savons que les individus sont au coeur du succès en affaires.

Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu'ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C'est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd'hui - l'une des plus importantes entreprises indépendantes de conseil en technologie de l'information (TI) et en management au monde.

Chez CGI, nous reconnaissons la richesse que la diversité nous apporte. Nous aspirons à créer une culture à laquelle nous appartenons tous et collaborons avec nos clients pour créer des communautés plus inclusives. En tant qu'employeur qui prône l'égalité des chances pour tous, nous voulons donner à tous nos membres les moyens de réussir et de s'épanouir. Si vous avez besoin d'un accompagnement spécifique durant le processus de recrutement et d'intégration, veuillez nous en informer. Nous serons heureux de vous aider.

Prêt à faire partie d'une entreprise qui est gage d'excellence? Rejoignez CGI - où vos idées et vos actions changent la donne.
PROFIL :"
1729988,Data Engineer Cloud Data - Azure H/F,Publié il y a plus de 30 jours,N/A,MONTPELLIER 34,CDI,https://candidat.pole-emploi.fr/offres/recherche/detail/1729988,N/A,Expérience exigée,N/A,[],"POSTE : Data Engineer Cloud Data - Azure H/F
DESCRIPTION : Fonctions et responsabilités
Vous êtes passionné(e) par le domaine de la Data et avez déjà une expérience significative sur des problématiques de data engineering : construction de pipelines de données (batch/streaming), industrialisation d'applications data science, modélisation de base de données
Vous disposez de solides connaissances sur les architectures de données et le cloud.
Vous êtes certifié(e) et/ou avez de l'expérience sur le cloud Azure dans le domaine de la data et vous maitrisez un ou plusieurs services : Snowflake, Synapse, Databricks, Azure DEVOPS, Terraform
Vous maitrisez les deux langages suivants : SQL, Python. La connaissance de PowerBI serait un plus.

Vos missions sont :
-  Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions mises en place
-  Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des réponses aux problématiques techniques
-  Réaliser les travaux d'implémentation des solutions (préparation des données, industrialisation des modèles, communications entre les différentes technologies)
-  Produire les projets en mode agile avec des processus et outils de développement de dernière génération (DEVOPS, Git, CI/CD)
-  Participer à l'élaboration et la révision de normes / documentation technique
-  Animer des formations internes.
-  Accompagner la montée en compétences des équipes
-  Assurer un support technique aux équipes Data et aux clients au quotidien

En rejoignant CGI, vous bénéficiez notamment d'une offre complète de formations (techniques, métiers, développement personnel), de flexibilité grâce à notre accord télétravail (jusqu'à 3 jours de télétravail par semaine), d'une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade) et d'un package d'avantages intéressant (régime d'achats d'actions, participation, CSE).

Qualités requises pour réussir dans ce rôle
Passionné(e) d'informatique et de données, vous aimez le travail en équipe, apprendre et partager. Vous êtes également doté(e) d'un esprit audacieux et ambitieux. Vous faites preuve d'initiative et travaillez sur le long terme. Vous justifiez de 2 à 5 ans d'expérience professionnelle au sein d'une entreprise de services numériques ou d'un cabinet de conseil dans le Domaine du Data Engineering. Vous disposez d'une vision large des technologies et vous maîtrisez au moins une technologie Data dans le Cloud.

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l'évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Dans un souci d'accessibilité et de clarté, le point médian n'est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

Allier savoir et faire

Alors que la technologie s'inscrit au coeur de la transformation numérique de nos clients, nous savons que les individus sont au coeur du succès en affaires.

Lorsque vous rejoignez CGI, vous devenez un conseiller de confiance, collaborant avec vos collègues et clients pour proposer des idées exploitables qui produisent des résultats concrets et durables. Nous appelons nos employés ""membres"" parce qu'ils sont actionnaires et propriétaires de CGI. Ils ont du plaisir à travailler et à grandir ensemble pour bâtir une entreprise dont nous sommes fiers. C'est notre rêve depuis 1976. Il nous a menés là où nous sommes aujourd'hui - l'une des plus importantes entreprises indépendantes de conseil en technologie de l'information (TI) et en management au monde.

Chez CGI, nous reconnaissons la richesse que la diversité nous apporte. Nous aspirons à créer une culture à laquelle nous appartenons tous et collaborons avec nos clients pour créer des communautés plus inclusives. En tant qu'employeur qui prône l'égalité des chances pour tous, nous voulons donner à tous nos membres les moyens de réussir et de s'épanouir. Si vous avez besoin d'un accompagnement spécifique durant le processus de recrutement et d'intégration, veuillez nous en informer. Nous serons heureux de vous aider.

Prêt à faire partie d'une entreprise qui est gage d'excellence? Rejoignez CGI - où vos idées et vos actions changent la donne.
PROFIL :"
1646047,Alternance Data Engineer H/F,Publié il y a plus de 30 jours,N/A,PARIS 01 75,CDD,https://candidat.pole-emploi.fr/offres/recherche/detail/1646047,"Salaire brut : Mensuel de 752,00 Euros à 1748,00 Euros",Expérience exigée,N/A,[],"POSTE : Alternance Data Engineer H/F
DESCRIPTION : L'Institut Digital School of Paris, recherche activement pour l'un de ses sociétés partenaires dans le cadre d'un contrat d'apprentissage un DATA ENGINEER EN ALTERNANCE ;

Vos missions principalement seront : 
-  Mise en place des pipelines d'intégration/traitement des données dans le cluster Hadoop (acquisition, ingestion, cleaning, transformation) 
-  Traitement des données en temps réel (Kafka, SparkStreaming, KSQL) 
-  Conception et orchestration des flux (Airflow) 
-  Exploration/Analyse des données 
-  Implémenter des traitements développés en python par nos data scientists en traitements distribués avec le framework Spark 
-  Réaliser de la veille technologique pour intégrer de nouveaux outils.
PROFIL : Vous faites preuve de dynamisme et de curiosité et vous possédez des aptitudes à travailler en équipe.
Vous avez des connaissances de langages de scripts de type Shell ou Python.
Vous souhaitez monter en compétence en Big Data et DEVOPS (Git, Jenkins, Docker).
Écosystème et stack technique : Hadoop, Spark, Hive, Impala, Flume, YARN, Jenkins, Gitlab, Teradata, Linux, Docker, Kubernetes, Kafka, Solr, Sonatype. Airflow Langages de programmation : Python, Scala, Shell.
Compétences requises : SQL, Python, Unix.
Les compétences suivantes sont un plus (possibilité de s'auto-former dans le cadre de l'alternance avec accompagnement du tuteur) :
-   Big Data : Hadoop, Hive, Spark
-   Git
-   Kafka
-   Programmation Orientée Objet
-   ET
-   Airflow

Cette offre est à pourvoir exclusivement via notre école. Ni frais d'inscription, ni frais de scolarité ne vous seront demandés dans le cadre d'une inscription en mode alternance."
